"sex","age","edu","arear","party_kmt","party_dpp","party_tpp","n_teds","n_teds_wt","N_target"
"男性","50至59歲","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",3,2.92261314800443,2.92261314800439
"男性","50至59歲","專科及以上","高屏區","5 中間","0-4 冷淡","0-4 冷淡",1,0.974204382668143,0.97420438266813
"男性","50至59歲","專科及以上","高屏區","5 中間","0-4 冷淡","6-10 溫暖",2,2.10876151543556,2.10876151543553
"男性","50至59歲","專科及以上","高屏區","5 中間","6-10 溫暖","0-4 冷淡",1,0.974204382668143,0.97420438266813
"男性","50至59歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","0-4 冷淡",4,4.05717028077185,4.05717028077179
"男性","50至59歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","5 中間",1,0.974204382668143,0.97420438266813
"男性","50至59歲","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.974204382668143,0.97420438266813
"男性","50至59歲","專科及以上","高屏區","6-10 溫暖","5 中間","0-4 冷淡",1,1.05438075771778,1.05438075771777
"男性","50至59歲","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,2.19765384505484,2.19765384505481
"男性","50至59歲","高中職及以下","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.19765384505484,2.19765384505481
"男性","50至59歲","高中職及以下","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",1,1.09882692252742,1.09882692252741
"男性","50至59歲","高中職及以下","中彰投區","5 中間","5 中間","0-4 冷淡",1,1.29373198711696,1.29373198711694
"男性","50至59歲","高中職及以下","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",1,1.09882692252742,1.09882692252741
"男性","50至59歲","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,1.29373198711696,1.29373198711694
"男性","50至59歲","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",3,3.68629089676134,3.68629089676129
"男性","50至59歲","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",4,4.29249741854452,4.29249741854446
"男性","50至59歲","高中職及以下","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",2,2.33659476593046,2.33659476593043
"男性","50至59歲","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",5,5.74631388649705,5.74631388649697
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","0-4 冷淡",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",2,2.14624870927226,2.14624870927223
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",5,6.12700599981346,6.12700599981338
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","5 中間","6-10 溫暖",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","5 中間","6-10 溫暖","0-4 冷淡",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",4,4.29249741854452,4.29249741854446
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",5,5.36562177318066,5.36562177318059
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,3.21937306390839,3.21937306390835
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","5 中間","0-4 冷淡",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","5 中間","6-10 溫暖",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,1.07312435463613,1.07312435463612
"男性","50至59歲","高中職及以下","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",1,1.01029648761909,1.01029648761908
"男性","50至59歲","高中職及以下","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",7,7.60968119492766,7.60968119492756
"男性","50至59歲","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",5,5.23068436529346,5.23068436529339
"男性","50至59歲","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","5 中間",1,1.01029648761909,1.01029648761908
"男性","50至59歲","高中職及以下","桃竹苗區","5 中間","5 中間","0-4 冷淡",3,3.21009139005528,3.21009139005524
"男性","50至59歲","高中職及以下","桃竹苗區","5 中間","5 中間","6-10 溫暖",1,1.01029648761909,1.01029648761908
"男性","50至59歲","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,2.02059297523818,2.02059297523815
"男性","50至59歲","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",2,2.02059297523818,2.02059297523815
"男性","50至59歲","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,3.03088946285727,3.03088946285723
"男性","50至59歲","高中職及以下","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",1,0.849866237,0.849866236999988
"男性","50至59歲","高中職及以下","花東區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.849866237,0.849866236999988
"男性","50至59歲","高中職及以下","雲嘉南區","0-4 冷淡","5 中間","0-4 冷淡",1,0.94675830503654,0.946758305036527
"男性","50至59歲","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",7,7.26077393768966,7.26077393768956
"男性","50至59歲","高中職及以下","雲嘉南區","5 中間","5 中間","5 中間",3,2.84027491510962,2.84027491510958
"男性","50至59歲","高中職及以下","雲嘉南區","5 中間","6-10 溫暖","5 中間",2,1.89351661007308,1.89351661007305
"男性","50至59歲","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.94675830503654,0.946758305036527
"男性","50至59歲","高中職及以下","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,2.71201515468702,2.71201515468698
"男性","50至59歲","高中職及以下","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,2.9525377875309,2.95253778753086
"男性","50至59歲","高中職及以下","高屏區","5 中間","0-4 冷淡","5 中間",1,1.35600757734351,1.35600757734349
"男性","50至59歲","高中職及以下","高屏區","5 中間","5 中間","0-4 冷淡",1,1.59653021018739,1.59653021018737
"男性","50至59歲","高中職及以下","高屏區","5 中間","5 中間","5 中間",3,4.06802273203053,4.06802273203048
"男性","50至59歲","高中職及以下","高屏區","6-10 溫暖","0-4 冷淡","5 中間",2,2.9525377875309,2.95253778753086
"男性","60歲及以上","專科及以上","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.609203677889509,0.609203677889501
"男性","60歲及以上","專科及以上","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",12,7.03249667289109,7.032496672891
"男性","60歲及以上","專科及以上","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",2,1.21840735577902,1.218407355779
"男性","60歲及以上","專科及以上","中彰投區","5 中間","0-4 冷淡","5 中間",2,1.17208277881518,1.17208277881517
"男性","60歲及以上","專科及以上","中彰投區","5 中間","5 中間","5 中間",2,1.21840735577902,1.218407355779
"男性","60歲及以上","專科及以上","中彰投區","5 中間","6-10 溫暖","0-4 冷淡",1,0.609203677889509,0.609203677889501
"男性","60歲及以上","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","0-4 冷淡",5,2.95336923551987,2.95336923551983
"男性","60歲及以上","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",2,1.12575820185135,1.12575820185133
"男性","60歲及以上","專科及以上","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",7,4.03280286040738,4.03280286040733
"男性","60歲及以上","專科及以上","中彰投區","6-10 溫暖","5 中間","6-10 溫暖",2,1.21840735577902,1.218407355779
"男性","60歲及以上","專科及以上","中彰投區","6-10 溫暖","6-10 溫暖","5 中間",1,0.562879100925673,0.562879100925665
"男性","60歲及以上","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",4,2.28933337873286,2.28933337873282
"男性","60歲及以上","專科及以上","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,0.549712843338123,0.549712843338116
"男性","60歲及以上","專科及以上","北北基宜蘭區","0-4 冷淡","5 中間","5 中間",1,0.549712843338123,0.549712843338116
"男性","60歲及以上","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",25,14.1952311103549,14.1952311103547
"男性","60歲及以上","專科及以上","北北基宜蘭區","0-4 冷淡","6-10 溫暖","5 中間",1,0.594953846028305,0.594953846028297
"男性","60歲及以上","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","0-4 冷淡",2,1.09942568667625,1.09942568667623
"男性","60歲及以上","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","5 中間",2,1.14466668936643,1.14466668936641
"男性","60歲及以上","專科及以上","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",2,1.14466668936643,1.14466668936641
"男性","60歲及以上","專科及以上","北北基宜蘭區","5 中間","5 中間","5 中間",3,1.73962053539473,1.73962053539471
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",11,6.09208227940954,6.09208227940945
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",17,9.57132335019901,9.57132335019888
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",5,2.83904622207098,2.83904622207094
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","0-4 冷淡",1,0.549712843338123,0.549712843338116
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","5 中間",1,0.549712843338123,0.549712843338116
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","5 中間","6-10 溫暖",2,1.18990769205661,1.18990769205659
"男性","60歲及以上","專科及以上","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,1.14466668936643,1.14466668936641
"男性","60歲及以上","專科及以上","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.035057964,1.03505796399999
"男性","60歲及以上","專科及以上","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",8,4.31060102496408,4.31060102496402
"男性","60歲及以上","專科及以上","桃竹苗區","5 中間","0-4 冷淡","6-10 溫暖",2,1.035057964,1.03505796399999
"男性","60歲及以上","專科及以上","桃竹苗區","5 中間","5 中間","5 中間",2,1.035057964,1.03505796399999
"男性","60歲及以上","專科及以上","桃竹苗區","5 中間","6-10 溫暖","5 中間",1,0.56012127424102,0.560121274241012
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",8,4.18282414824102,4.18282414824096
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",3,1.59517923824102,1.595179238241
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",2,1.12024254848204,1.12024254848202
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","5 中間","0-4 冷淡",1,0.517528982,0.517528981999993
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,0.517528982,0.517528981999993
"男性","60歲及以上","專科及以上","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",1,0.56012127424102,0.560121274241012
"男性","60歲及以上","專科及以上","花東區","0-4 冷淡","5 中間","0-4 冷淡",1,0.471176694859372,0.471176694859366
"男性","60歲及以上","專科及以上","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,0.870695709843288,0.870695709843276
"男性","60歲及以上","專科及以上","花東區","0-4 冷淡","6-10 溫暖","5 中間",1,0.435347854921644,0.435347854921638
"男性","60歲及以上","專科及以上","花東區","5 中間","0-4 冷淡","0-4 冷淡",1,0.435347854921644,0.435347854921638
"男性","60歲及以上","專科及以上","花東區","5 中間","0-4 冷淡","6-10 溫暖",1,0.435347854921644,0.435347854921638
"男性","60歲及以上","專科及以上","花東區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,0.870695709843288,0.870695709843276
"男性","60歲及以上","專科及以上","花東區","6-10 溫暖","0-4 冷淡","5 中間",3,1.34187240470266,1.34187240470264
"男性","60歲及以上","專科及以上","花東區","6-10 溫暖","0-4 冷淡","6-10 溫暖",1,0.471176694859372,0.471176694859366
"男性","60歲及以上","專科及以上","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.52489489443348,0.524894894433473
"男性","60歲及以上","專科及以上","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",7,3.51460971646992,3.51460971646987
"男性","60歲及以上","專科及以上","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",1,0.484981258292369,0.484981258292362
"男性","60歲及以上","專科及以上","雲嘉南區","5 中間","5 中間","0-4 冷淡",1,0.484981258292369,0.484981258292362
"男性","60歲及以上","專科及以上","雲嘉南區","5 中間","5 中間","5 中間",1,0.484981258292369,0.484981258292362
"男性","60歲及以上","專科及以上","雲嘉南區","5 中間","5 中間","6-10 溫暖",1,0.484981258292369,0.484981258292362
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.00987615272585,1.00987615272584
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",2,1.00987615272585,1.00987615272584
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,1.49485741101822,1.4948574110182
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.484981258292369,0.484981258292362
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","5 中間",2,1.00987615272585,1.00987615272584
"男性","60歲及以上","專科及以上","雲嘉南區","6-10 溫暖","6-10 溫暖","6-10 溫暖",1,0.52489489443348,0.524894894433473
"男性","60歲及以上","專科及以上","高屏區","0-4 冷淡","0-4 冷淡","0-4 冷淡",1,0.694621063914153,0.694621063914144
"男性","60歲及以上","專科及以上","高屏區","0-4 冷淡","5 中間","0-4 冷淡",2,1.38924212782831,1.38924212782829
"男性","60歲及以上","專科及以上","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",5,3.70177273239938,3.70177273239933
"男性","60歲及以上","專科及以上","高屏區","5 中間","0-4 冷淡","0-4 冷淡",2,1.44640898103546,1.44640898103544
"男性","60歲及以上","專科及以上","高屏區","5 中間","0-4 冷淡","5 中間",1,0.694621063914153,0.694621063914144
"男性","60歲及以上","專科及以上","高屏區","5 中間","5 中間","0-4 冷淡",2,1.44640898103546,1.44640898103544
"男性","60歲及以上","專科及以上","高屏區","5 中間","5 中間","5 中間",2,1.44640898103546,1.44640898103544
"男性","60歲及以上","專科及以上","高屏區","5 中間","6-10 溫暖","0-4 冷淡",2,1.50357583424261,1.50357583424259
"男性","60歲及以上","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","0-4 冷淡",1,0.694621063914153,0.694621063914144
"男性","60歲及以上","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","5 中間",1,0.751787917121307,0.751787917121297
"男性","60歲及以上","專科及以上","高屏區","6-10 溫暖","0-4 冷淡","6-10 溫暖",2,1.44640898103546,1.44640898103544
"男性","60歲及以上","高中職及以下","中彰投區","0-4 冷淡","0-4 冷淡","0-4 冷淡",5,4.239314793,4.23931479299994
"男性","60歲及以上","高中職及以下","中彰投區","0-4 冷淡","5 中間","0-4 冷淡",2,1.70592726194515,1.70592726194513
"男性","60歲及以上","高中職及以下","中彰投區","0-4 冷淡","6-10 溫暖","0-4 冷淡",21,17.8550701046161,17.8550701046158
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","0-4 冷淡","0-4 冷淡",2,1.84489724189031,1.84489724189029
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","0-4 冷淡","5 中間",2,1.70592726194515,1.70592726194513
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","0-4 冷淡","6-10 溫暖",1,0.890785837,0.890785836999988
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","5 中間","0-4 冷淡",2,1.70592726194515,1.70592726194513
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","5 中間","5 中間",7,5.83793485894515,5.83793485894508
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","5 中間","6-10 溫暖",1,0.783478641,0.783478640999989
"男性","60歲及以上","高中職及以下","中彰投區","5 中間","6-10 溫暖","5 中間",1,0.783478641,0.783478640999989
"男性","60歲及以上","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","0-4 冷淡",6,4.808179042,4.80817904199994
"男性","60歲及以上","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","5 中間",4,3.48749893594516,3.48749893594511
"男性","60歲及以上","高中職及以下","中彰投區","6-10 溫暖","0-4 冷淡","6-10 溫暖",5,4.05636318494515,4.0563631849451
"男性","60歲及以上","高中職及以下","中彰投區","6-10 溫暖","6-10 溫暖","5 中間",1,0.783478641,0.783478640999989
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","0-4 冷淡",3,2.40025425722645,2.40025425722642
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","5 中間",2,1.63510189885992,1.6351018988599
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","0-4 冷淡","6-10 溫暖",1,0.765152358366531,0.76515235836652
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","5 中間","0-4 冷淡",3,2.29545707509959,2.29545707509956
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","0-4 冷淡",36,29.9197280065968,29.9197280065964
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","5 中間",3,2.40025425722645,2.40025425722642
"男性","60歲及以上","高中職及以下","北北基宜蘭區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.869949540493392,0.86994954049338
"男性","60歲及以上","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","0-4 冷淡",1,0.900871703033883,0.900871703033871
"男性","60歲及以上","高中職及以下","北北基宜蘭區","5 中間","0-4 冷淡","6-10 溫暖",2,1.66602406140041,1.66602406140039
"男性","60歲及以上","高中職及以下","北北基宜蘭區","5 中間","5 中間","0-4 冷淡",7,5.91097458174051,5.91097458174043
"男性","60歲及以上","高中職及以下","北北基宜蘭區","5 中間","5 中間","5 中間",1,0.765152358366531,0.76515235836652
"男性","60歲及以上","高中職及以下","北北基宜蘭區","5 中間","6-10 溫暖","0-4 冷淡",4,3.06060943346612,3.06060943346608
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","0-4 冷淡",7,5.49178585323307,5.49178585323299
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","5 中間",5,4.09720048116736,4.0972004811673
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","0-4 冷淡","6-10 溫暖",3,2.40025425722645,2.40025425722642
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","5 中間","0-4 冷淡",2,1.63510189885992,1.6351018988599
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,1.66602406140041,1.66602406140039
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","5 中間",2,1.53030471673306,1.53030471673304
"男性","60歲及以上","高中職及以下","北北基宜蘭區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,1.66602406140041,1.66602406140039
"男性","60歲及以上","高中職及以下","桃竹苗區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.568483885628,1.56848388562798
"男性","60歲及以上","高中職及以下","桃竹苗區","0-4 冷淡","5 中間","0-4 冷淡",2,1.53937211300884,1.53937211300882
"男性","60歲及以上","高中職及以下","桃竹苗區","0-4 冷淡","6-10 溫暖","0-4 冷淡",15,12.1348271588579,12.1348271588578
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","0-4 冷淡",3,2.25972734193595,2.25972734193592
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","0-4 冷淡","5 中間",2,1.44071045785421,1.44071045785419
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","5 中間","0-4 冷淡",3,2.38750076970973,2.3875007697097
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","5 中間","5 中間",3,2.45705065224521,2.45705065224517
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","5 中間","6-10 溫暖",1,0.848128656700891,0.84812865670088
"男性","60歲及以上","高中職及以下","桃竹苗區","5 中間","6-10 溫暖","0-4 冷淡",2,1.568483885628,1.56848388562798
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","0-4 冷淡",3,2.41661254232889,2.41661254232886
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","5 中間",5,3.8573230001831,3.85732300018305
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","0-4 冷淡","6-10 溫暖",4,3.00919434348221,3.00919434348217
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","5 中間",1,0.848128656700891,0.84812865670088
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","5 中間","6-10 溫暖",1,0.720355228927107,0.720355228927097
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","6-10 溫暖","0-4 冷淡",2,1.53937211300884,1.53937211300882
"男性","60歲及以上","高中職及以下","桃竹苗區","6-10 溫暖","6-10 溫暖","6-10 溫暖",2,1.66714554078263,1.6671455407826
"男性","60歲及以上","高中職及以下","花東區","0-4 冷淡","5 中間","0-4 冷淡",1,0.713449882,0.71344988199999
"男性","60歲及以上","高中職及以下","花東區","0-4 冷淡","6-10 溫暖","0-4 冷淡",2,1.426899764,1.42689976399998
"男性","60歲及以上","高中職及以下","花東區","5 中間","5 中間","5 中間",1,0.60596626391393,0.605966263913922
"男性","60歲及以上","高中職及以下","花東區","5 中間","6-10 溫暖","5 中間",1,0.60596626391393,0.605966263913922
"男性","60歲及以上","高中職及以下","花東區","6-10 溫暖","0-4 冷淡","0-4 冷淡",2,1.40241080211246,1.40241080211244
"男性","60歲及以上","高中職及以下","花東區","6-10 溫暖","0-4 冷淡","5 中間",3,1.81789879174179,1.81789879174177
"男性","60歲及以上","高中職及以下","花東區","6-10 溫暖","5 中間","0-4 冷淡",1,0.688960920112456,0.688960920112447
"男性","60歲及以上","高中職及以下","雲嘉南區","0-4 冷淡","0-4 冷淡","0-4 冷淡",2,1.5350167925396,1.53501679253958
"男性","60歲及以上","高中職及以下","雲嘉南區","0-4 冷淡","5 中間","0-4 冷淡",5,3.85420887943894,3.85420887943889
"男性","60歲及以上","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","0-4 冷淡",29,21.4862473493478,21.4862473493475
"男性","60歲及以上","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","5 中間",2,1.58957862233765,1.58957862233762
"男性","60歲及以上","高中職及以下","雲嘉南區","0-4 冷淡","6-10 溫暖","6-10 溫暖",1,0.67505163476365,0.675051634763641
"男性","60歲及以上","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","0-4 冷淡",2,1.46984094593247,1.46984094593245
"男性","60歲及以上","高中職及以下","雲嘉南區","5 中間","0-4 冷淡","5 中間",3,2.1176116657971,2.11761166579707
"男性","60歲及以上","高中職及以下","雲嘉南區","5 中間","5 中間","0-4 冷淡",2,1.58957862233765,1.58957862233762
"男性","60歲及以上","高中職及以下","雲嘉南區","5 中間","5 中間","5 中間",4,3.15187632977627,3.15187632977623
"男性","60歲及以上","高中職及以下","雲嘉南區","5 中間","6-10 溫暖","0-4 冷淡",2,1.58957862233765,1.58957862233762
"男性","60歲及以上","高中職及以下","雲嘉南區","6-10 溫暖","0-4 冷淡","5 中間",6,4.32768009310034,4.32768009310029
"男性","60歲及以上","高中職及以下","雲嘉南區","6-10 溫暖","6-10 溫暖","0-4 冷淡",1,0.767508396269798,0.767508396269788
"男性","60歲及以上","高中職及以下","高屏區","0-4 冷淡","5 中間","0-4 冷淡",1,0.966851969471028,0.966851969471015
"男性","60歲及以上","高中職及以下","高屏區","0-4 冷淡","6-10 溫暖","0-4 冷淡",22,22.7512618446649,22.7512618446646
"男性","60歲及以上","高中職及以下","高屏區","0-4 冷淡","6-10 溫暖","5 中間",1,0.966851969471028,0.966851969471015
"男性","60歲及以上","高中職及以下","高屏區","5 中間","0-4 冷淡","5 中間",1,1.13834789999012,1.1383478999901
"男性","60歲及以上","高中職及以下","高屏區","5 中間","5 中間","0-4 冷淡",1,1.13834789999012,1.1383478999901
"男性","60歲及以上","高中職及以下","高屏區","5 中間","5 中間","5 中間",5,5.13817824357856,5.13817824357849
"男性","60歲及以上","高中職及以下","高屏區","5 中間","6-10 溫暖","0-4 冷淡",3,3.07205183893218,3.07205183893213
"男性","60歲及以上","高中職及以下","高屏區","6-10 溫暖","0-4 冷淡","5 中間",1,0.966851969471028,0.966851969471015
"男性","60歲及以上","高中職及以下","高屏區","6-10 溫暖","5 中間","6-10 溫暖",1,0.966851969471028,0.966851969471015
"男性","60歲及以上","高中職及以下","高屏區","6-10 溫暖","6-10 溫暖","6-10 溫暖",3,3.2044743046365,3.20447430463645
