"sex","age","edu","arear","ethnicity","party_kmt","party_dpp","party_tpp","n","n_wt","prop","prop_wt","cell"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","07","07",1,0.935902353,0.000544069640914037,0.000514086119086275,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 07 | 07"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","04","08","07",1,0.935902353,0.000544069640914037,0.000514086119086275,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 04 | 08 | 07"
"女性","30至39歲","大學及以上","中彰投區","本省閩南人","07","08","07",1,1.019148546,0.000544069640914037,0.000559812804301776,"女性 | 30至39歲 | 大學及以上 | 中彰投區 | 本省閩南人 | 07 | 08 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","原住民","04","08","02",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 原住民 | 04 | 08 | 02"
"女性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","04","05","07",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 04 | 05 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","大陸各省市","05","01","08",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 大陸各省市 | 05 | 01 | 08"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","05","03",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 05 | 03"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","06","04",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 04"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","06","06",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 06 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","00","08","07",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 00 | 08 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","01","05","06",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 01 | 05 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","01","02",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 01 | 02"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","06","08",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 06 | 08"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","02","07","00",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 02 | 07 | 00"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","00","07",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 00 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","05","07",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 05 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","06","01",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 01"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","06","05",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 06 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","07","05",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 07 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","03","08","05",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 03 | 08 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","04","01","07",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 04 | 01 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","04","06",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 04 | 06"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","05","05","05",1,1.30849047,0.000544069640914037,0.00071874676394117,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","06","04","05",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 06 | 04 | 05"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","06","03",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 06 | 03"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","06","07",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 06 | 07"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","08","08",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 08 | 08"
"女性","30至39歲","大學及以上","北北基宜蘭區","本省閩南人","07","09","06",1,1.148351505,0.000544069640914037,0.000630783293427977,"女性 | 30至39歲 | 大學及以上 | 北北基宜蘭區 | 本省閩南人 | 07 | 09 | 06"
"女性","30至39歲","大學及以上","桃竹苗區","原住民","06","08","05",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 原住民 | 06 | 08 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","02","02","04",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 02 | 02 | 04"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","05","05","05",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","大陸各省市","06","00","10",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 大陸各省市 | 06 | 00 | 10"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","02","05","02",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 02 | 05 | 02"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","03","03","07",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 03 | 07"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","03","03","08",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 03 | 03 | 08"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","04","04","06",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 04 | 04 | 06"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","04","05","07",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 04 | 05 | 07"
"女性","30至39歲","大學及以上","桃竹苗區","本省客家人","04","08","07",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省客家人 | 04 | 08 | 07"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","00","08","05",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 00 | 08 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","03","06","03",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 06 | 03"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","03","09","02",1,1.18549458,0.000544069640914037,0.000651185784367842,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 03 | 09 | 02"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","05","02","07",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 02 | 07"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","05","05","05",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 05"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","05","05","08",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 05 | 05 | 08"
"女性","30至39歲","大學及以上","桃竹苗區","本省閩南人","06","08","09",1,1.040408407,0.000544069640914037,0.000571490731383346,"女性 | 30至39歲 | 大學及以上 | 桃竹苗區 | 本省閩南人 | 06 | 08 | 09"
"女性","30至39歲","大學及以上","花東外島區","本省客家人","03","06","03",1,0.739453032,0.000544069640914037,0.000406177565692539,"女性 | 30至39歲 | 大學及以上 | 花東外島區 | 本省客家人 | 03 | 06 | 03"
"女性","30至39歲","大學及以上","花東外島區","本省閩南人","05","01","05",1,0.739453032,0.000544069640914037,0.000406177565692539,"女性 | 30至39歲 | 大學及以上 | 花東外島區 | 本省閩南人 | 05 | 01 | 05"
"女性","30至39歲","大學及以上","花東外島區","本省閩南人","05","05","06",1,0.739453032,0.000544069640914037,0.000406177565692539,"女性 | 30至39歲 | 大學及以上 | 花東外島區 | 本省閩南人 | 05 | 05 | 06"
"女性","30至39歲","大學及以上","花東外島區","本省閩南人","07","05","07",1,0.739453032,0.000544069640914037,0.000406177565692539,"女性 | 30至39歲 | 大學及以上 | 花東外島區 | 本省閩南人 | 07 | 05 | 07"
"女性","30至39歲","大學及以上","雲嘉南區","本省客家人","03","07","05",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省客家人 | 03 | 07 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","00","08","05",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 08 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","00","09","00",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 09 | 00"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","00","10","07",1,1.059823831,0.000544069640914037,0.000582155519160169,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 00 | 10 | 07"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","01","01","02",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 01 | 02"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","01","07","03",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 07 | 03"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","01","10","00",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 01 | 10 | 00"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","03","06","05",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 03 | 06 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","04","04","04",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 04 | 04"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","04","05","05",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 05 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","04","06","07",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 04 | 06 | 07"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","05","02","05",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 05 | 02 | 05"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","06","05","08",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 06 | 05 | 08"
"女性","30至39歲","大學及以上","雲嘉南區","本省閩南人","08","07","08",1,0.93011781,0.000544069640914037,0.000510908700788282,"女性 | 30至39歲 | 大學及以上 | 雲嘉南區 | 本省閩南人 | 08 | 07 | 08"
"女性","30至39歲","大學及以上","高屏澎湖區","本省客家人","05","00","05",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省客家人 | 05 | 00 | 05"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","00","00","00",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 00 | 00 | 00"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","00","07","01",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 00 | 07 | 01"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","01","07","00",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 07 | 00"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","01","07","03",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 07 | 03"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","01","07","08",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 07 | 08"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","01","08","00",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 01 | 08 | 00"
"女性","30至39歲","大學及以上","高屏澎湖區","本省閩南人","02","04","05",1,0.963505386,0.000544069640914037,0.000529248316365184,"女性 | 30至39歲 | 大學及以上 | 高屏澎湖區 | 本省閩南人 | 02 | 04 | 05"
